discussion_tier,priority_score,cnae_class,cnae_name,trade_value_usd,import_value_usd,export_value_usd,trade_balance_usd,domestic_production_value_brl_thousand,external_dependency_ratio,transition_relevance,rationale
3 - monitorar,0.005294920145033087,1064,"Fabricação de farinha de milho e derivados, exceto óleos de milho",180375738.41259265,8468218.802243873,171907519.6103488,163439300.80810493,11793339.0,0.0041844273601824,False,baixo peso relativo na triagem inicial
3 - monitorar,0.005133192696473943,0724,Extração de minério de metais preciosos,312003160.0,154.0,312003006.0,312002852.0,3180270.0,5.54339521666368e-07,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0036979403515486156,1091,Fabricação de produtos de panificação,18104545.66561653,5320906.277390864,12783639.388225667,7462733.110834803,21217896.0,0.0013547491122877,False,baixo peso relativo na triagem inicial
3 - monitorar,0.003667973007338953,1731,Fabricação de embalagens de papel,55715972.13723992,12121828.456751944,43594143.680487975,31472315.223736037,8973357.0,0.0074243109710972,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0034159437418786664,1732,Fabricação de embalagens de cartolina e papel-cartão,21729056.271041244,11601421.740909662,10127634.530131584,-1473787.210778078,15146214.0,0.0041279126540387,False,baixo peso relativo na triagem inicial
3 - monitorar,0.003407603106276307,1096,Fabricação de alimentos e pratos prontos,24135718.42592571,8148779.151886763,15986939.274038944,7838160.1221521795,3546360.0,0.012539137371562,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00321357399817368,3212,Fabricação de bijuterias e artefatos semelhantes,2867229.360145797,1994536.0309374584,872693.3292083389,-1121842.7017291193,695877.0,0.0153215157814747,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0026510100113995684,2513,Fabricação de obras de caldeiraria pesada,5254317.420118512,3549548.6661450034,1704768.753973508,-1844779.9121714956,1637196.0,0.0116196482263482,False,baixo peso relativo na triagem inicial
3 - monitorar,0.002612891415079473,1821,Serviços de pré-impressão,2337499.0,1699498.0,638001.0,-1061497.0,737534.0,0.012329130976089,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0020933539365771306,1053,Fabricação de sorvetes e outros gelados comestíveis,26947540.0,4323244.0,22624296.0,18301052.0,5254394.0,0.0045213909953125,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0020908217368051122,1069,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente,18015393.885066792,4773246.052423545,13242147.832643248,8468901.780219704,7685649.0,0.0033687789459924,False,baixo peso relativo na triagem inicial
3 - monitorar,0.001971000883290467,3104,Fabricação de colchões,17963513.0,3890970.0,14072543.0,10181573.0,7766582.0,0.0027205699523611,False,baixo peso relativo na triagem inicial
3 - monitorar,0.001596652818938303,1812,Impressão de material de segurança,5460149.915742717,3450467.927157147,2009681.9885855697,-1440785.9385715772,4166772.0,0.0044567724752888,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0015560319929469278,1063,Fabricação de farinha de mandioca e derivados,2818923.5019518007,768194.1811304749,2050729.3208213255,1282535.1396908509,9614532.0,0.0004311282922463,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0015398491176646639,1623,Fabricação de artefatos de tanoaria e de embalagens de madeira,20078866.0,2330252.0,17748614.0,15418362.0,3938270.0,0.0032592268507342,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0010786877174956849,1121,Fabricação de águas envasadas,448268.498692696,181943.3517542126,266325.14693848335,84381.79518427074,7035397.0,0.0001394526723997,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0010213265303264008,2539,"Serviços de usinagem, solda, tratamento e revestimento em metais",0.0,0.0,0.0,0.0,6883862.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0009278064456045639,0722,Extração de minério de estanho,22788432.0,438420.0,22350012.0,21911592.0,1334729.0,0.0019431233790938,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0006106169951306076,1340,"Acabamentos em fios, tecidos e artefatos têxteis",0.0,0.0,0.0,0.0,4115631.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0005257697473941597,2212,Reforma de pneumáticos usados,251333.0,250883.0,450.0,-250433.0,2883655.0,0.0004688951982034,False,baixo peso relativo na triagem inicial
3 - monitorar,0.0003051382483369564,3329,Instalação de equipamentos não especificados anteriormente,0.0,0.0,0.0,0.0,2056668.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00016545317034685089,3311,"Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos",0.0,0.0,0.0,0.0,1115174.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00015418066849815905,3319,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,0.0,0.0,0.0,0.0,1039196.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00014196471144854289,3312,Manutenção e reparação de equipamentos eletrônicos e ópticos,0.0,0.0,0.0,0.0,956859.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,0.00010267593723687734,0990,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural",0.0,0.0,0.0,0.0,692048.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,6.664882667313145e-05,1822,Serviços de acabamentos gráficos,0.0,0.0,0.0,0.0,449221.0,0.0,False,baixo peso relativo na triagem inicial
3 - monitorar,,3511,,428962308.0,385148866.0,43813442.0,-341335424.0,,,False,baixo peso relativo na triagem inicial
3 - monitorar,,3520,,213565537.5,213559271.5,6266.0,-213553005.5,,,False,baixo peso relativo na triagem inicial
3 - monitorar,,3050,Fabricação de veículos militares de combate,26465982.0,26465982.0,0.0,-26465982.0,,,True,relevante para transi??o energ?tica
3 - monitorar,,2680,"Fabricação de mídias virgens, magnéticas e ópticas",1391231.5,1165952.0,225279.5,-940672.5,,,False,baixo peso relativo na triagem inicial
3 - monitorar,,3600,,212105.5,28427.5,183678.0,155250.5,,,False,baixo peso relativo na triagem inicial
3 - monitorar,,0725,Extração de minerais radioativos,0.0,0.0,0.0,0.0,,,True,relevante para transi??o energ?tica
3 - monitorar,,3316,Manutenção e reparação de aeronaves,0.0,0.0,0.0,0.0,,,True,relevante para transi??o energ?tica
