ncm,tsb_associated,tsb_grupo_exposicao,tsb_exposicao_scn67_max,cnae_class_list,prodlist_code_list,tsb_cnae5_list,tsb_scn67_list
29153929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153932,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153939,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153941,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153942,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153951,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153961,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153962,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153963,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153991,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153992,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153993,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29153999,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29154010,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29154020,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29154090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29155010,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29155020,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29155030,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29156011,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29156012,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29156019,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29156021,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29156029,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29157011,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29157019,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29157020,True,Exposicao intermediaria TSB,0.6944,2029,2029.2070;2029.2135,20291,2091
29157031,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29157039,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29157040,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159010,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159021,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159022,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159024,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159029,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159031,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159032,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159033,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159039,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159041,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159049,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159050,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159060,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29159090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2135,20291,2091
29161110,True,Exposicao intermediaria TSB,0.6944,2022,2022.2090,20223,2091
29161120,True,Exposicao intermediaria TSB,0.6944,2022,2022.2090,20223,2091
29161210,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161220,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161230,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161240,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161290,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161310,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161320,True,Exposicao intermediaria TSB,0.6944,2022;2029,2022.2090;2029.2120,20223;20291,2091
29161410,True,Exposicao intermediaria TSB,0.6944,2022,2022.2090,20223,2091
29161420,True,Exposicao intermediaria TSB,0.6944,2022,2022.2090,20223,2091
29161430,True,Exposicao intermediaria TSB,0.6944,2022,2022.2090,20223,2091
29161490,True,Exposicao intermediaria TSB,0.6944,2022,2022.2090,20223,2091
29161519,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29161520,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29161911,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2120;2093.2410,20291;20932,2091;2092
29161919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29161921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29161922,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29161929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29161990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29162013,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29162014,False,Sem exposicao TSB direta,0.0,2051,2051.2228,,
29162015,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29162019,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29162090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163110,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163121,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163122,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163129,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163131,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163132,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163139,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163210,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163220,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163400,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163940,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29163990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2120,20291,2091
29171110,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171120,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171210,True,Exposicao intermediaria TSB,0.6944,2022,2022.2100,20223,2091
29171220,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171310,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171321,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171322,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171323,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171329,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171400,True,Exposicao intermediaria TSB,0.6944,2022,2022.2180,20223,2091
29171910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171922,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29171930,True,Exposicao intermediaria TSB,0.6944,2029,2029.2080,20291,2091
29171990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29172000,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173200,True,Exposicao intermediaria TSB,0.6944,2029,2029.2820,20291,2091
29173300,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173400,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173500,True,Exposicao intermediaria TSB,0.6944,2022,2022.2170,20223,2091
29173600,True,Exposicao intermediaria TSB,0.6944,2022,2022.2110,20223,2091
29173700,True,Exposicao intermediaria TSB,0.6944,2022,2022.2430,20223,2091
29173911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173939,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173940,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173950,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29173990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2155,20291,2091
29181100,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2050,20932,2092
29181200,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2060,20932,2092
29181310,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2060,20932,2092
29181320,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2060,20932,2092
29181400,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2030,20932,2092
29181500,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2030,20932,2092
29181610,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181690,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181700,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181922,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181930,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29181990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182110,True,Exposicao intermediaria TSB,0.6944,2029;2110,2029.2105;2110.2035,20291,2091
29182120,True,Exposicao intermediaria TSB,0.6944,2029;2110,2029.2105;2110.2035,20291,2091
29182211,False,Sem exposicao TSB direta,0.0,2110,2110.2035,,
29182220,False,Sem exposicao TSB direta,0.0,2110,2110.2035,,
29182300,True,Exposicao intermediaria TSB,0.6944,2029;2110,2029.2105;2110.2035,20291,2091
29182910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182922,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2105;2093.2200,20291;20932,2091;2092
29182923,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182930,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182940,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182950,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29182990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29183010,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29183020,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29183039,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29183090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189912,False,Sem exposicao TSB direta,0.0,2051,2051.2225,,
29189919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189940,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189950,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189991,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29189999,True,Exposicao intermediaria TSB,0.6944,2029,2029.2105,20291,2091
29199010,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29199020,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29199030,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29199040,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29199050,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29199060,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29199090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29201120,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29201910,True,Exposicao intermediaria TSB,0.6944,2029;2051,2029.2610;2051.2228,20291,2091
29201990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29202910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29202920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29202950,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2170,20932,2092
29202990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29203000,True,Exposicao intermediaria TSB,0.6944,2029;2051,2029.2610;2051.2228,20291,2091
29209022,True,Exposicao intermediaria TSB,0.6944,2029;2051,2029.2610;2051.2215,20291,2091
29209029,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29209032,True,Exposicao intermediaria TSB,0.6944,2029;2092,2029.2610;2092.2060,20291,2091
29209039,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29209041,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29209049,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29209051,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29209059,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29209090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2610,20291,2091
29211111,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211112,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211121,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211129,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211131,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211132,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211139,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211300,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211912,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211915,True,Exposicao intermediaria TSB,0.6944,2029,2029.2550;2029.2780,20291,2091
29211919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211922,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211923,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211924,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211939,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211941,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211949,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211994,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29211999,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29212100,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29212200,True,Exposicao intermediaria TSB,0.6944,2022,2022.2340,20223,2091
29212910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29212920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29212990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29213011,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29213012,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29213019,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29213090,True,Exposicao intermediaria TSB,0.6944,2029,2029.2780,20291,2091
29214100,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214211,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214219,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214221,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214229,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214231,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214239,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214249,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214290,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214311,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214319,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214322,False,Sem exposicao TSB direta,0.0,2051,2051.2225,,
29214329,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214410,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214421,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214429,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214500,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214630,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214660,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29214990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215111,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215112,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215119,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215120,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215131,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2150,20932,2092
29215132,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2150,20932,2092
29215133,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2150,20932,2092
29215135,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2150,20932,2092
29215139,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215190,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215921,True,Exposicao intermediaria TSB,0.6944,2022,2022.2040,20223,2091
29215931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215932,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215939,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29215990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2790,20291,2091
29221100,True,Exposicao intermediaria TSB,0.6944,2029,2029.2630,20291,2091
29221200,True,Exposicao intermediaria TSB,0.6944,2029,2029.2630,20291,2091
29221500,True,Exposicao intermediaria TSB,0.6944,2029,2029.2630,20291,2091
29221700,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221912,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330;2029.2630,20291,2091
29221921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221939,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221951,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221952,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221959,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221971,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221979,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221981,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221989,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221991,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221993,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221995,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221996,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29221999,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29222100,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29222911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29222919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29222920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29222990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29223120,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29223910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29223921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29223929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29223990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224110,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2195,20932,2092
29224190,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2195,20932,2092
29224210,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2195,20932,2092
29224220,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2195,20932,2092
29224910,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224932,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224940,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224951,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224959,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224961,False,Sem exposicao TSB direta,0.0,2110,2110.2185,,
29224962,False,Sem exposicao TSB direta,0.0,2110,2110.2185,,
29224963,False,Sem exposicao TSB direta,0.0,2110,2110.2185,,
29224964,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224969,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29224990,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29225011,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29225019,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29225031,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29225032,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29225039,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29225099,True,Exposicao intermediaria TSB,0.6944,2029,2029.2330,20291,2091
29231000,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29232000,True,Exposicao intermediaria TSB,0.12210000000000001,2093,2093.2385,20932,2092
29239010,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29239020,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29239030,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29239040,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29239050,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29239090,True,Exposicao intermediaria TSB,0.6944,2029;2093,2029.2880;2093.2385,20291;20932,2091;2092
29241100,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241210,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241230,False,Sem exposicao TSB direta,0.0,2051,2051.2228,,
29241911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241921,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241922,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241929,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241931,True,Exposicao intermediaria TSB,0.6944,2022,2022.2120,20223,2091
29241932,True,Exposicao intermediaria TSB,0.6944,2022,2022.2120,20223,2091
29241939,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241949,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241991,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241992,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241993,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241994,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29241999,True,Exposicao intermediaria TSB,0.6944,2029,2029.2230,20291,2091
29242119,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242120,False,Sem exposicao TSB direta,0.0,2051,2051.2225,,
29242190,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242911,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242913,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242914,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242919,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242920,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
29242931,True,Exposicao intermediaria TSB,0.6944,2029,2029.2240,20291,2091
