cnae_key,cnae_class,import_value_usd,export_value_usd,trade_balance_usd,import_net_weight_kg,export_net_weight_kg,domestic_production_value_brl_thousand,domestic_production_status,domestic_production_is_confidential,domestic_production_value_usd_comparable,apparent_consumption_value_usd,external_dependency_ratio,external_dependency_status,cnae_name,transition_relevance,rationale,trade_value_usd,import_share_trade,export_share_trade,import_penetration_ratio,export_orientation_ratio,economic_relevance_score,external_vulnerability_score,transition_score,priority_score,priority_tier,tsb_associated,tsb_cnae5_count,tsb_cnae5_list,tsb_scn67_list,tsb_setor_scn67_list,tsb_exposicao_scn67_max,tsb_grupo_exposicao,tsb_leitura_tecnica,tsb_rais_formal_jobs,tsb_rais_wage_mass,tsb_exposure_component_score,border_value_relevance_component_score,rais_scale_component_score,external_or_commercial_component_score,tsb_platform_alignment_score,tsb_platform_alignment_label
196,2710,1763628320.0,1184841759.0,-578786561.0,147337032.0,117322517.0,51985169.0,published,False,9641137748.84941,10219924309.84941,0.1725676498700005,calculated,"Fabricação de geradores, transformadores e motores elétricos",True,relevante para transição energética,2948470079.0,0.5981503195712097,0.4018496804287902,0.1725676498700005,0.1228943917061449,0.924187725631769,0.9458483754512635,1.0,0.9480144404332131,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,52048.0,263381838.82,0.0,0.9480144404332131,0.8880866425992779,0.924187725631769,0.5532,2 - aderencia media
216,2829,2021022200.3347163,499398026.216804,-1521624174.1179123,111524733.83574736,17671545.601548765,18616587.0,published,False,3452620875.0122404,4974245049.130152,0.4062972733295745,calculated,Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente,True,dependência externa alta; relevante para transição energética,2520420226.5515203,0.8018592213489382,0.1981407786510619,0.4062972733295745,0.1446431694343021,0.9133574007220217,0.9566787003610108,1.0,0.9480144404332131,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,56111.0,298549948.64,0.0,0.9480144404332131,0.9025270758122743,0.9133574007220217,0.5545,2 - aderencia media
191,2651,2146930667.457467,295424096.72354084,-1851506570.7339263,23065543.00175327,4024934.608742517,9395590.0,published,False,1742500393.1739075,3594006963.9078336,0.5973640810987934,calculated,"Fabricação de aparelhos e equipamentos de medida, teste e controle",True,dependência externa alta; relevante para transição energética,2442354764.181008,0.8790412838232348,0.1209587161767652,0.5973640810987934,0.169540332892227,0.9025270758122744,0.96028880866426,1.0,0.9451263537906138,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,22708.0,128791185.89999999,0.0,0.9451263537906138,0.7436823104693141,0.9494584837545126,0.5274,2 - aderencia media
165,2443,1988613969.0,404044858.0,-1584569111.0,156258536.0,41411257.0,25191688.0,published,False,4672035097.818701,6256604208.818701,0.31784237944875,calculated,Metalurgia do cobre,True,dependência externa alta; relevante para transição energética,2392658827.0,0.8311314369434752,0.1688685630565247,0.31784237944875,0.0864815545132874,0.8953068592057761,0.9530685920577616,1.0,0.9393501805054152,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,5076.0,29554590.77,0.0,0.9393501805054152,0.26353790613718414,0.8953068592057761,0.4218,3 - aderencia baixa
239,2945,1766953215.8300734,321512472.38969505,-1445440743.4403782,61017442.98052096,8428470.541734464,22299009.0,published,False,4135560614.0634594,5581001357.503838,0.3166014667698203,calculated,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",True,dependência externa alta; relevante para transição energética,2088465688.2197683,0.8460532657044723,0.1539467342955277,0.3166014667698203,0.0777433829155723,0.8844765342960289,0.9494584837545126,1.0,0.9335740072202166,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,38875.0,131540930.19,0.0,0.9335740072202166,0.8122743682310469,0.8844765342960289,0.5285,2 - aderencia media
210,2815,1556953771.0,347840030.0,-1209113741.0,155222022.0,28270286.0,7203917.0,published,False,1336034054.7950895,2545147795.7950897,0.6117341293783752,calculated,Fabricação de equipamentos de transmissão para fins industriais,True,dependência externa muito alta; relevante para transição energética,1904793801.0,0.8173870421998501,0.1826129578001498,0.6117341293783752,0.2603526674724987,0.8772563176895307,0.9530685920577616,1.0,0.9321299638989172,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,11515.0,69556208.18,0.0,0.9321299638989172,0.5270758122743683,0.9530685920577617,0.4814,3 - aderencia baixa
163,2441,1046995753.0,2398932963.0,1351937210.0,321048851.0,4393339276.0,119585346.0,published,False,22178225361.349075,20826288151.349075,0.0502727968321219,calculated,Metalurgia do alumínio e suas ligas,True,valor comercial alto; relevante para transição energética,3445928716.0,0.3038355808518704,0.6961644191481295,0.0502727968321219,0.108166137006648,0.9422382671480144,0.8880866425992779,1.0,0.9321299638989168,1 - priorizar,True,1,24415,2492,Metalurgia de metais não-ferosos e a fundição de metais,0.3014,Exposicao intermediaria TSB,"Parcela compatível relevante, mas minoritária.",27064.0,158013244.46,0.3014,0.9321299638989168,0.8050541516245487,0.9422382671480144,0.6559,2 - aderencia media
246,3041,1156343485.001516,1797542411.6292963,641198926.6277804,1197281.6093247072,1389623.7456311872,22128583.0,published,False,4103953512.0073824,3462754585.379601,0.3339374640882188,calculated,Fabricação de aeronaves,True,dependência externa alta; relevante para transição energética,2953885896.6308126,0.3914651836485748,0.6085348163514251,0.3339374640882188,0.4380026251199072,0.927797833935018,0.9025270758122744,1.0,0.9321299638989168,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,17946.0,196788072.53,0.0,0.9321299638989168,0.8447653429602888,0.927797833935018,0.5412,2 - aderencia media
1,0500,1335854826.0,82984.0,-1335771842.0,9225205240.0,88000.0,2241383.0,published,False,415685524.6720336,1751457366.6720335,0.7627104441247546,calculated,Extração de carvão mineral,True,dependência externa muito alta; relevante para transição energética,1335937810.0,0.9999378833360514,6.211666394860103e-05,0.7627104441247546,0.0001996316808613,0.8339350180505415,0.9855595667870036,1.0,0.927797833935018,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,0.0,0.0,0.0,0.927797833935018,0.030685920577617327,0.9855595667870036,0.3859,3 - aderencia baixa
235,2941,1403255223.4686594,690053290.228529,-713201933.2401304,90836739.77886128,101877695.43091512,32100934.0,published,False,5953419648.606383,6666621581.846514,0.2104897070038865,calculated,Fabricação de peças e acessórios para o sistema motor de veículos automotores,True,relevante para transição energética,2093308513.6971884,0.6703528000228876,0.3296471999771124,0.2104897070038865,0.1159087265736527,0.8880866425992779,0.924187725631769,1.0,0.9249097472924188,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,36828.0,218650470.31,0.0,0.9249097472924188,0.8592057761732852,0.8880866425992779,0.5363,2 - aderencia media
240,2949,1473802428.7643738,391463085.6070509,-1082339343.157323,175723238.165034,47263176.47134982,83278502.0,published,False,15444780208.367334,16527119551.524658,0.0891747908139511,calculated,Fabricação de peças e acessórios para veículos automotores não especificados anteriormente,True,relevante para transição energética,1865265514.371425,0.7901301007331549,0.2098698992668451,0.0891747908139511,0.025345979698369,0.8700361010830325,0.927797833935018,1.0,0.9191335740072202,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,166422.0,817382838.4399999,0.0,0.9191335740072202,0.9855595667870036,0.8700361010830325,0.5574,2 - aderencia media
236,2942,1548483894.180928,155783926.7002857,-1392699967.4806423,118182540.58580384,14979131.318732493,14503144.0,published,False,2689744244.0823617,4082444211.563004,0.3793031365364515,calculated,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,True,dependência externa alta; relevante para transição energética,1704267820.8812137,0.9085918745917906,0.0914081254082093,0.3793031365364515,0.0579177470285593,0.8592057761732852,0.9350180505415162,1.0,0.9176895306859204,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,11138.0,68214456.75,0.0,0.9176895306859204,0.516245487364621,0.8736462093862816,0.4637,3 - aderencia baixa
137,2211,1203707097.0,678118528.0,-525588569.0,452203824.0,137644860.0,28785664.0,published,False,5338571695.632951,5864160264.632951,0.2052650409743435,calculated,Fabricação de pneumáticos e de câmaras-de-ar,True,relevante para transição energética,1881825625.0,0.6396485843368191,0.3603514156631808,0.2052650409743435,0.1270224634343139,0.8736462093862816,0.9061371841155236,1.0,0.911913357400722,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,30736.0,178224733.79,0.0,0.911913357400722,0.8303249097472925,0.8736462093862816,0.5251,2 - aderencia media
158,2422,1299642489.236276,514842856.29482657,-784799632.9414496,1745179859.9093711,696978414.6894524,74531299.0,published,False,13822529272.91017,14607328905.85162,0.0889719467270738,calculated,Produção de laminados planos de aço,True,relevante para transição energética,1814485345.5311024,0.7162595677265549,0.2837404322734452,0.0889719467270738,0.0372466461187991,0.8628158844765343,0.9169675090252708,1.0,0.911913357400722,1 - priorizar,True,1,24229,2491,"Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura",0.8140000000000001,Alta exposicao TSB,"Setor industrial de transição, com forte peso em atividades compatíveis.",33879.0,195702006.65,0.8140000000000001,0.911913357400722,0.8411552346570397,0.8628158844765343,0.8512,1 - maior aderencia TSB
233,2920,933739839.4022936,1205310003.317327,271570163.91503334,89838544.3850348,101269747.89080612,95569324.0,published,False,17724228563.11999,17452658399.20496,0.0535012957937015,calculated,Fabricação de caminhões e ônibus,True,relevante para transição energética,2139049842.7196207,0.4365208424573793,0.5634791575426207,0.0535012957937015,0.0680035240476021,0.8916967509025271,0.8664259927797834,1.0,0.903249097472924,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,40313.0,347245221.46,0.0,0.903249097472924,0.9205776173285198,0.8916967509025271,0.5437,2 - aderencia media
212,2822,1206169508.5766563,170537547.43240285,-1035631961.1442536,237819183.12759715,18452017.580902506,17121196.0,published,False,3175286571.849935,4210918532.994189,0.2864385760792681,calculated,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",True,relevante para transição energética,1376707056.0090592,0.8761264811652998,0.1238735188347002,0.2864385760792681,0.0537077657633424,0.8483754512635379,0.9097472924187726,1.0,0.903249097472924,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,25143.0,139626022.08,0.0,0.903249097472924,0.776173285198556,0.8483754512635379,0.5083,2 - aderencia media
220,2840,1069664654.0,222444812.0,-847219842.0,108082253.0,9832412.0,8360008.0,published,False,1550441986.81903,2397661828.81903,0.4461282409149684,calculated,Fabricação de máquinas-ferramenta,True,dependência externa alta; relevante para transição energética,1292109466.0,0.8278436789967762,0.1721563210032237,0.4461282409149684,0.1434718705318215,0.8303249097472925,0.9169675090252708,1.0,0.8989169675090254,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,18204.0,101092720.69,0.0,0.8989169675090254,0.6642599277978339,0.9169675090252708,0.4951,3 - aderencia baixa
188,2631,1109285470.3850648,112757564.09643498,-996527906.28863,10692429.240541872,759825.1502877658,9229336.0,published,False,1711667027.6942797,2708194933.9829097,0.4096032587852352,calculated,Fabricação de equipamentos transmissores de comunicação,True,dependência externa alta; relevante para transição energética,1222043034.4815,0.9077302837012798,0.09226971629872,0.4096032587852352,0.0658758755482521,0.8267148014440433,0.8989169675090253,1.0,0.8902527075812274,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,7268.0,33372679.35,0.0,0.8902527075812274,0.3104693140794224,0.8989169675090253,0.4195,3 - aderencia baixa
208,2813,906099444.4527928,256832507.31445536,-649266937.1383374,41037246.41948749,6454606.672816128,8353664.0,published,False,1549265432.4467878,2198532369.585125,0.412138323268708,calculated,"Fabricação de válvulas, registros e dispositivos semelhantes",True,dependência externa alta; relevante para transição energética,1162931951.7672482,0.7791508721347279,0.220849127865272,0.412138323268708,0.1657769559273225,0.8122743682310469,0.9025270758122744,1.0,0.8859205776173285,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,16743.0,75293795.06,0.0,0.8859205776173285,0.5631768953068592,0.9025270758122743,0.4695,3 - aderencia baixa
110,2013,1038328295.9509676,107355943.7819114,-930972352.1690562,2286852746.324748,146316700.84021884,102553393.0,published,False,19019489741.8702,19950462094.039257,0.052045325619861,calculated,Fabricação de adubos e fertilizantes,True,relevante para transição energética,1145684239.732879,0.9062953473053432,0.0937046526946568,0.052045325619861,0.0056445228152243,0.8086642599277978,0.8844765342960289,1.0,0.8772563176895307,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,46561.0,265131302.21,0.0,0.8772563176895307,0.8916967509025271,0.8086642599277978,0.519,2 - aderencia media
190,2640,1002184792.3573472,67212614.9819713,-934972177.375376,60557009.94677298,1408548.1223662389,25235073.0,published,False,4680081253.46809,5615053430.843466,0.1784817909037784,calculated,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",True,relevante para transição energética,1069397407.3393184,0.9371490761800166,0.0628509238199834,0.1784817909037784,0.0143614205270826,0.7978339350180506,0.8772563176895307,1.0,0.8700361010830326,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,16444.0,74458788.67999999,0.0,0.8700361010830326,0.5523465703971119,0.7978339350180506,0.4477,3 - aderencia baixa
182,2592,914206166.4911958,212449843.6257616,-701756322.8654343,250098235.3929604,36982970.61110252,22128469.0,published,False,4103932369.636885,4805688692.502319,0.1902341630904038,calculated,Fabricação de produtos de trefilados de metal,True,relevante para transição energética,1126656010.1169574,0.811433266482369,0.1885667335176309,0.1902341630904038,0.0517673841795202,0.8050541516245487,0.8628158844765343,1.0,0.8671480144404333,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,28338.0,108941479.18,0.0,0.8671480144404333,0.7292418772563177,0.8050541516245487,0.4834,3 - aderencia baixa
222,2852,864783294.9692101,125757540.12070736,-739025754.8485028,176987903.12531596,15916503.91567674,8065409.0,published,False,1495805835.8877273,2234831590.73623,0.3869568062998075,calculated,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo",True,dependência externa alta; relevante para transição energética,990540835.0899175,0.873041538858626,0.1269584611413739,0.3869568062998075,0.084073438613156,0.7725631768953068,0.8772563176895307,1.0,0.859927797833935,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,6690.0,36509746.96,0.0,0.859927797833935,0.33574007220216606,0.8772563176895307,0.4137,3 - aderencia baixa
193,2660,605370558.3451257,26564526.80983118,-578806031.5352945,3815256.8656318495,380056.48967486096,1713238.0,published,False,317736074.96713656,896542106.5024312,0.6752282508032813,calculated,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,True,dependência externa muito alta; relevante para transição energética,631935085.1549568,0.9579632031297688,0.0420367968702312,0.6752282508032813,0.0836056365729914,0.6787003610108303,0.9711191335740073,1.0,0.859927797833935,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,5860.0,27963364.68,0.0,0.859927797833935,0.2563176895306859,0.9711191335740073,0.4119,3 - aderencia baixa
140,2221,839917830.0,240141887.0,-599775943.0,246961185.0,65117128.0,41887840.0,published,False,7768493268.565968,8368269211.565968,0.1003693605888217,calculated,Fabricação de laminados planos e tubulares de material plástico,True,relevante para transição energética,1080059717.0,0.7776586949589936,0.2223413050410063,0.1003693605888217,0.0309122861664433,0.8014440433212996,0.8447653429602888,1.0,0.8584837545126354,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,20525.0,86870463.64,0.0,0.8584837545126354,0.628158844765343,0.8014440433212996,0.4605,3 - aderencia baixa
186,2621,968946391.0,45231752.0,-923714639.0,2751992.0,283286.0,16960138.0,published,False,3145416853.362453,4069131492.362453,0.2381211796223989,calculated,Fabricação de equipamentos de informática,True,relevante para transição energética,1014178143.0,0.9554005848852138,0.0445994151147862,0.2381211796223989,0.0143802090815553,0.776173285198556,0.8700361010830325,1.0,0.8584837545126354,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,10049.0,57539427.37,0.0,0.8584837545126354,0.4729241877256318,0.776173285198556,0.4256,3 - aderencia baixa
206,2811,616580604.264134,98187090.11236368,-518393514.1517704,30234733.56763937,3771308.626320329,3728752.0,published,False,691532072.6051258,1209925586.7568965,0.5096020871141559,calculated,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários",True,dependência externa alta; relevante para transição energética,714767694.3764977,0.8626307667723935,0.1373692332276065,0.5096020871141559,0.141984868095091,0.703971119133574,0.9386281588447654,1.0,0.8570397111913357,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,5525.0,42087629.93,0.0,0.8570397111913357,0.37545126353790614,0.9386281588447654,0.4301,3 - aderencia baixa
209,2814,578478167.5871727,476453031.8055909,-102025135.78158182,55955704.45361389,29151532.072245307,8521463.0,published,False,1580385332.6844728,1682410468.466055,0.3438389016412878,calculated,Fabricação de compressores,True,dependência externa alta; relevante para transição energética,1054931199.3927636,0.5483562984203658,0.4516437015796342,0.3438389016412878,0.3014790266347756,0.7942238267148014,0.8447653429602888,1.0,0.855595667870036,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,11900.0,74459297.74,0.0,0.855595667870036,0.555956678700361,0.8447653429602888,0.4518,3 - aderencia baixa
139,2219,773511745.6009225,177570806.2476401,-595940939.3532823,93661320.320539,20515888.45747504,14463051.0,published,False,2682308620.7459326,3278249560.099215,0.2359526727359684,calculated,Fabricação de artefatos de borracha não especificados anteriormente,True,relevante para transição energética,951082551.8485626,0.813296116196742,0.1867038838032579,0.2359526727359684,0.0662007365126608,0.7653429602888087,0.8303249097472925,1.0,0.8382671480144406,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,49852.0,189444316.23,0.0,0.8382671480144406,0.8592057761732852,0.7689530685920578,0.4968,3 - aderencia baixa
231,2869,686488382.7479539,131184501.20317112,-555303881.5447828,41670498.17830813,16280219.724609043,7186801.0,published,False,1332859731.870232,1888163613.4150147,0.3635746276808825,calculated,Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente,True,dependência externa alta; relevante para transição energética,817672883.951125,0.839563591042341,0.1604364089576589,0.3635746276808825,0.0984233359793206,0.7328519855595668,0.8628158844765343,1.0,0.8382671480144404,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,46955.0,251817900.96,0.0,0.8382671480144404,0.8844765342960289,0.8628158844765343,0.5159,2 - aderencia media
205,2790,597621356.8383034,225068642.71926835,-372552714.1190351,40616432.28920637,13564827.868157623,7105740.0,published,False,1317826208.2308362,1690378922.3498712,0.3535428352404698,calculated,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente,True,dependência externa alta; relevante para transição energética,822689999.5575718,0.7264235096569713,0.2735764903430287,0.3535428352404698,0.1707878029087158,0.7364620938628159,0.851985559566787,1.0,0.8353790613718413,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,32439.0,147799225.4,0.0,0.8353790613718413,0.7906137184115524,0.851985559566787,0.4948,3 - aderencia baixa
207,2812,748497704.3395574,169181436.36028507,-579316267.9792724,56797834.94222523,7238876.226562435,10702017.0,published,False,1984789548.102231,2564105816.0815034,0.2919137344664739,calculated,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas",True,relevante para transição energética,917679140.6998425,0.8156420595642355,0.1843579404357644,0.2919137344664739,0.085238979881796,0.7545126353790613,0.8194945848375451,1.0,0.8296028880866426,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,14306.0,81655310.58,0.0,0.8296028880866426,0.6028880866425993,0.8122743682310469,0.4498,3 - aderencia baixa
200,2732,759460412.7800363,112252343.33232167,-647208069.4477147,27161947.71069229,3243681.5084577976,12605569.0,published,False,2337821141.4802923,2985029210.928007,0.2544231091607743,calculated,Fabricação de material elétrico para instalações em circuito de consumo,True,relevante para transição energética,871712756.112358,0.8712278298726042,0.1287721701273958,0.2544231091607743,0.0480157961362451,0.7436823104693141,0.8267148014440433,1.0,0.828158844765343,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,8624.0,35865126.15,0.0,0.828158844765343,0.33935018050541516,0.7870036101083032,0.393,3 - aderencia baixa
103,1910,411490396.0,11047453.0,-400442943.0,1706814901.5,27003370.0,516898.0,published,False,95863587.94187552,496306530.9418755,0.829105341852113,calculated,Coquerias,True,dependência externa muito alta; relevante para transição energética,422537849.0,0.9738545244499504,0.0261454755500494,0.829105341852113,0.1152413886980565,0.5812274368231047,0.9891696750902528,1.0,0.828158844765343,1 - priorizar,False,0,,,,0.0,Sem exposicao TSB direta,,309.0,2987147.95,0.0,0.828158844765343,0.06859205776173286,0.9891696750902527,0.3691,3 - aderencia baixa
